,sub-vol dist,water (rigid),water (flexible),dE (rigid),dE (flexible),dTStot (rigid),dTStot (flexible),dA (rigid),dA (flexible),dEsw (rigid),dEsw (flexible),dEww (rigid),dEww (flexible),dTStrans (rigid),dTStrans (flexible),dTSorient (rigid),dTSorient (flexible),Nsw (rigid),Nsw (flexible),Nww (rigid),Nww (flexible),E/water (rigid),E/water (flexible),dTS/water (rigid),dTS/water (flexible),A/water (rigid),A/water (flexible),Esw/water (rigid),Esw/water (flexible),Eww/water (rigid),Eww/water (flexible),dTStrans/water (rigid),dTStrans/water (flexible),dTSorient/water (rigid),dTSorient/water (flexible),Nsw/water (rigid),Nsw/water (flexible),Nww/water (rigid),Nww/water (flexible)
0,3.0,1.0550649118063775,0.5674614902958174,1.0094495556830712,0.3970020267186934,1.8292706201021072,0.5641129588344879,2.821387592457832,0.7921532824957239,2.5602274196088883,1.5027837138540605,3.557128411022015,1.4551720827684789,1.2160938383026565,0.8854045200076631,2.0133304309650715,1.9223689158301531,0.1817903050220226,0.1752675437010515,2.4281471442683924,1.4745009954642283,0.0665962649102787,0.0437560924329401,0.0307852110395559,0.0159034783931063,0.0393080522126192,0.0588487189219104,0.0411273859490243,0.0775294329190535,0.1067248506674993,0.0995864785939838,0.0685070651009806,0.0620394468765639,0.1253828505767435,0.1337191383787302,0.0100142008542868,0.0104105115148104,0.0299826903187489,0.0277228329856456
1,3.5,1.0676456428750132,0.5692027388977936,1.048208316232394,0.4223731501513209,1.84349698785352,0.5433873741862248,2.8759278336249583,0.8284425681663148,2.5531283584433235,1.5128381065794012,3.5904671615438852,1.5335552494021023,1.229471654942378,0.9315205325031756,2.032977738558639,2.0431190845295215,0.173401560690785,0.1665531165274309,2.453961557964743,1.463053505942281,0.0642601499764825,0.0375155384474223,0.0299710381034758,0.0170976378119903,0.0379264831615061,0.0529309854315032,0.0418917112177337,0.0739210135888301,0.105387839520269,0.0898126617952614,0.068421661409235,0.0622038433298136,0.1254232503116946,0.1351308995011874,0.0106694291670173,0.009962013789892,0.0296982822525142,0.0251279973336515
2,4.0,1.148373387938348,0.5538827305655499,1.150939374489378,0.4414785873912797,2.118761431084208,0.5542680980976176,3.249351577310271,0.8448273140855476,3.2225542728350107,1.3384833359534205,4.365569233287339,1.3665570215417286,1.455078585173216,1.1413828227718998,2.3033999291522846,2.386062164648849,0.3616498036343308,0.123666867910326,2.519685196854956,1.4595515781289643,0.0624853432814448,0.0286674139921967,0.035536486531451,0.0184726952215966,0.0345445907487699,0.0435571374030707,0.0287629617520519,0.0759573677713361,0.0863572838198956,0.0867914769361025,0.076759660426229,0.0687336923840848,0.1327546373954597,0.1416344430876543,0.0075422456039299,0.0114141085941916,0.0249855208070594,0.0238136351435474
3,4.5,1.2472226868626948,0.5544430882651532,1.3471067118550777,0.4221315442193348,2.4875194800983476,0.5812977264438159,3.814994796420927,0.8488335160493774,4.385902161092936,1.3321364654193653,5.730487872227808,1.3409690537536658,1.8142846357440032,1.2946986364473976,2.7487760897261166,2.6911953830721305,0.6967568589319736,0.1122700149193899,2.5310603401785987,1.4807988681683784,0.0592547519191501,0.0252464230139637,0.0456599438101931,0.0164199335793418,0.0364985166650649,0.038551215934131,0.0600040662684621,0.0728510670391999,0.0829801962443449,0.0820292811668492,0.0902607360304025,0.0710669523671164,0.144292695154675,0.1459503704174813,0.0201513763487757,0.0114437414664086,0.02241207821689,0.0226605763110738
4,5.0,1.2632972309595238,0.5474902138109414,1.3802558266042562,0.4604005219642999,2.500800914557175,0.5992796870149611,3.852432986195217,0.8917698689789589,4.417693055111422,1.2440860899546924,5.792701646252808,1.286793715257035,1.8564566189703304,1.4979775369978012,2.830946891165569,3.0700669317734346,0.6964342389764807,0.108868472106253,2.578859489798737,1.461870755444886,0.054821977515865,0.0228401065835954,0.0415041921828386,0.0149257746867625,0.0363296194585079,0.0339129284897365,0.0573547990036579,0.0651964627107944,0.0833582732471709,0.0724527906639903,0.0883360655041303,0.0744259111465892,0.1430224168399835,0.1509316375673106,0.0189322641276736,0.0105287923690231,0.0224293752699445,0.02025127696591
5,5.5,1.282228022330662,0.5348575819493919,1.4304173990373406,0.4809464138225277,2.527520975209702,0.6115782831943914,3.929574049197318,0.911941454740928,4.452478968928433,1.15382693913288,5.878719943934969,1.2060144134581263,1.9478769729551064,1.5813533481858977,3.0090764271699713,3.28825521776367,0.7075418860171813,0.1180568163004576,2.620612724631398,1.4314289695964648,0.0456390937136136,0.0221360953817515,0.0366116507241888,0.0128063948869305,0.0326558666245438,0.0313144210987526,0.0525182468290783,0.0603129598428066,0.0789905730134933,0.0675193618064477,0.0868285406346899,0.0738893038182794,0.1431191914760211,0.152153887458553,0.0175760668239512,0.0094082659799774,0.02089105669898,0.0187848135138467
6,6.0,1.3008107407017355,0.4896798788494375,1.4413147901200312,0.3942332693025793,2.563226546243768,0.6061968721669552,3.980097333294753,0.7675983848789348,4.52321593455641,1.1204757499607054,5.9621113981725244,1.0226134221933518,2.133645159023637,1.8109145724398483,3.3286215133633026,3.7180589921019274,0.7370756834443801,0.119106428248017,2.6506132494139436,1.3490929809505348,0.0368298876593455,0.0191663890378442,0.032045065922853,0.0106706665677454,0.029068547757843,0.0267629407950622,0.0486613360379675,0.0513080707588971,0.0735481761755518,0.0587805598710152,0.0873297871218635,0.074784777653945,0.1446228478664419,0.1524784631308632,0.016241670942363,0.0083930309632456,0.0187881279003523,0.0163623567602592
7,6.5,1.3136772315717438,0.471605737083424,1.428893202141084,0.3346293142699097,2.57686474756025,0.6745968057060086,3.9791729584134368,0.7284046149805762,4.537543291804497,1.2151085663943784,5.962498798637197,1.02791589963321,2.355768853442544,2.1439633736770674,3.719968050187898,4.264167143185027,0.7625472881852968,0.1315884653712091,2.6763563457093578,1.3218172705479188,0.032151934234195,0.0162487066793019,0.0271542469054105,0.0072961462430518,0.0279477497976132,0.0218027915357187,0.0445910077117572,0.04001291197851,0.0697756527647716,0.0474836090140587,0.0878988907779842,0.0763188254954175,0.1463196543530636,0.1511074881293114,0.0147791819377799,0.0071383208809915,0.0173125812272462,0.01381608550748
8,7.0,1.2988311079101087,0.4420392875285521,1.4377709363694722,0.3320335176981386,2.4989049250671784,0.699450578061095,3.907955921638414,0.7962011848262663,4.2982674452911835,1.4474564814269884,5.729739302792819,1.331441952358421,2.664466913727772,2.3808335847909974,4.208978501326064,4.729840225972227,0.7462510941156132,0.1598744013866821,2.6710923086351763,1.1698393598989345,0.0245838456867512,0.0126245296942101,0.0197878553347753,0.0052869385044655,0.0253226522850588,0.0161429164031779,0.0408644175903682,0.0281314853633789,0.0643801636278599,0.0303156596291421,0.0894485492825345,0.0747404592573527,0.1474321130851416,0.1478767075133876,0.0121286334762,0.0052174436987858,0.0155217991869499,0.0093376506011951
9,7.5,1.2905325661209597,0.3908579673295655,1.4589554081495264,0.263121389227007,2.4364698942771175,0.6374424088251026,3.858914023562848,0.7183254720180822,4.163298044275568,1.5109984630927804,5.612940255714356,1.3783093889685127,3.0349044824096194,2.734144726375828,4.770625593820872,5.372775833125624,0.7310256296806567,0.1841006870404071,2.6652489645376005,1.0202383835255124,0.0195652234525954,0.0088304427267265,0.0144739421029655,0.0046466385699772,0.0232226990248764,0.0116611266608334,0.0384426581904789,0.0260898058396377,0.0579431779849879,0.0242506282135123,0.0907572956778131,0.0752296567186106,0.1474059361084213,0.1473328136185215,0.0100737514735077,0.0049412169553663,0.0136957737550676,0.0068873411959914
10,8.0,1.3011192744133795,0.377188844239526,1.4886238260449656,0.1678120135002256,2.402957612395348,0.6811534188418942,3.851526249504864,0.73059261690425,4.111516699980525,1.7456088121340374,5.590022584522248,1.654801429741645,3.422345377478725,2.9438051348753964,5.38393680700923,5.860567378887049,0.7256343934577179,0.234143653821751,2.6961739995083773,0.93759686999531,0.0162221443943149,0.0058909225720593,0.0106085166258059,0.0047249834655795,0.020735397723458,0.0081173714187534,0.0364225269407547,0.0246162389237266,0.0518794922753682,0.0222420315787474,0.0912036252020719,0.0726707386091541,0.1474091430975365,0.144173456186463,0.0088872362830072,0.0048272663071349,0.0123022863728658,0.0050882677553367
11,8.5,1.3062361276775347,0.3696926544442017,1.4892192704463465,0.1265459674387143,2.394618995105224,0.7167078602017714,3.844558696554132,0.7750224690291253,4.0955090586175915,2.166379600674535,5.574582481380891,2.1261120731278487,3.7717062175923775,3.156165202309402,5.970657356315551,6.3321758036293305,0.7249008288854069,0.2723942739279777,2.7121041049801184,0.8552447127869319,0.0135636001857915,0.0041921615844334,0.0089932874272981,0.0049842251153012,0.017859276301127,0.0066822876883592,0.0314994543603536,0.0261086312356661,0.0439506168187661,0.0234902772440003,0.0899356089099306,0.0697954544992007,0.1456488258406157,0.1395608754943519,0.0080065110222868,0.0043772672696558,0.0105438963386406,0.0037034401237228
12,9.0,1.3108175874239705,0.3645052931714428,1.4453787100510196,0.1738170266400849,2.396034740331409,0.7716969333067241,3.8056804692746824,0.870935267758173,4.158073554844841,2.7649940290114077,5.5942846149412855,2.7335772457989935,4.124703698749159,3.3913229808844516,6.570887636112699,6.843749295836951,0.7338801234704483,0.3338916129805448,2.7217581438750207,0.7633884384563002,0.0111548405972477,0.0038067990162337,0.0084531798750529,0.0055413643401241,0.0154511730946228,0.0071460216204543,0.026585839746,0.0319452754722823,0.0368227680925809,0.0285433962371334,0.0880475253414313,0.0668572488123015,0.142914464693921,0.1345564217159478,0.0071941273793282,0.0044748428743364,0.0089579922415684,0.0031370766646672
13,9.5,1.3057959169482618,0.3083707356819059,1.3828738601075468,0.2441601840365256,2.36857382445112,0.7703706770120445,3.711551958981412,0.9048061977400176,4.1842816177033315,3.140684312872754,5.5547910329029255,3.071311411957231,4.700414942390725,3.657596095337072,7.41514356533304,7.437699268397368,0.737652025326814,0.4018275632967459,2.722680436972911,0.57791223638953,0.0094490078844289,0.0042735194804751,0.0075332077330974,0.0062864313207096,0.0138908468064406,0.0084383332921852,0.0212808746295823,0.0370278843407234,0.0297842528653984,0.0333781623033684,0.0867715130025401,0.0633890516966455,0.1388239954717843,0.1286105573767177,0.0063348613836452,0.0050483134559969,0.0076572167756959,0.0034511546980684
14,10.0,1.278774576010174,0.2399235216688852,1.3675601766924186,0.2551561029546422,2.2927754353348693,0.7361898685121933,3.6164002547422793,0.8689555292850137,4.105371486597623,3.615052067290145,5.4559270949124725,3.532939401104276,5.545350998099669,4.154497463788491,8.52228904064806,8.355527761603394,0.7272946252207559,0.4545913678445181,2.672236524985906,0.3696286996771195,0.0083648352494237,0.0038833780397998,0.0063238017639707,0.006667399699283,0.012886057145225,0.0086390827059358,0.0173156856274881,0.0407699797645277,0.024260770803913,0.0380304544904475,0.0867279105521976,0.060902292393226,0.1345270837043604,0.1223482146375663,0.0053603288145411,0.0052609855302975,0.0065693416717354,0.004347628663996
